,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
WNT9B_FZD8_LRP6_1,WNT9B_FZD8_LRP6_1,WNT,wnt9b,FZD8_LRP6_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd8b+lrp6)"
WNT9B_FZD8_LRP6_2,WNT9B_FZD8_LRP6_2,WNT,wnt9b,FZD8_LRP6_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd8a+lrp6)"
WNT9B_FZD9_LRP6_1,WNT9B_FZD9_LRP6_1,WNT,wnt9b,FZD9_LRP6_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd9b+lrp6)"
WNT9B_FZD9_LRP6_2,WNT9B_FZD9_LRP6_2,WNT,wnt9b,FZD9_LRP6_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd9a+lrp6)"
EGF_EGFR_ERBB2,EGF_EGFR_ERBB2,EGF,egf,EGFR_ERBB2,,,,,"KEGG: mmu04012","Secreted Signaling","egf - (egfr+erbb2)"
TGFA_EGFR_ERBB2,TGFA_EGFR_ERBB2,EGF,tgfa,EGFR_ERBB2,,,,,"KEGG: mmu04012","Secreted Signaling","tgfa - (egfr+erbb2)"
BTC_EGFR_ERBB2,BTC_EGFR_ERBB2,EGF,btc,EGFR_ERBB2,,,,,"KEGG: mmu04012","Secreted Signaling","btc - (egfr+erbb2)"
BTC_ERBB2_ERBB4_1,BTC_ERBB2_ERBB4_1,EGF,btc,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","btc - (erbb2+erbb4a)"
BTC_ERBB2_ERBB4_2,BTC_ERBB2_ERBB4_2,EGF,btc,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","btc - (erbb2+si:ch73-383l1.1)"
BTC_ERBB2_ERBB4_3,BTC_ERBB2_ERBB4_3,EGF,btc,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","btc - (erbb2+erbb4b)"
HBEGFB_EGFR_ERBB2,HBEGFB_EGFR_ERBB2,EGF,hbegfb,EGFR_ERBB2,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfb - (egfr+erbb2)"
HBEGFA_EGFR_ERBB2,HBEGFA_EGFR_ERBB2,EGF,hbegfa,EGFR_ERBB2,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfa - (egfr+erbb2)"
HBEGFB_ERBB2_ERBB4_1,HBEGFB_ERBB2_ERBB4_1,EGF,hbegfb,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfb - (erbb2+erbb4a)"
HBEGFA_ERBB2_ERBB4_1,HBEGFA_ERBB2_ERBB4_1,EGF,hbegfa,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfa - (erbb2+erbb4a)"
HBEGFB_ERBB2_ERBB4_2,HBEGFB_ERBB2_ERBB4_2,EGF,hbegfb,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfb - (erbb2+si:ch73-383l1.1)"
HBEGFA_ERBB2_ERBB4_2,HBEGFA_ERBB2_ERBB4_2,EGF,hbegfa,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfa - (erbb2+si:ch73-383l1.1)"
HBEGFB_ERBB2_ERBB4_3,HBEGFB_ERBB2_ERBB4_3,EGF,hbegfb,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfb - (erbb2+erbb4b)"
HBEGFA_ERBB2_ERBB4_3,HBEGFA_ERBB2_ERBB4_3,EGF,hbegfa,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","hbegfa - (erbb2+erbb4b)"
NRG1_ERBB2_ERBB3_1,NRG1_ERBB2_ERBB3_1,NRG,nrg1,ERBB2_ERBB3_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg1 - (erbb2+erbb3a)"
NRG1_ERBB2_ERBB3_2,NRG1_ERBB2_ERBB3_2,NRG,nrg1,ERBB2_ERBB3_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg1 - (erbb2+erbb3b)"
NRG1_ERBB2_ERBB4_1,NRG1_ERBB2_ERBB4_1,NRG,nrg1,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg1 - (erbb2+erbb4a)"
NRG1_ERBB2_ERBB4_2,NRG1_ERBB2_ERBB4_2,NRG,nrg1,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg1 - (erbb2+si:ch73-383l1.1)"
NRG1_ERBB2_ERBB4_3,NRG1_ERBB2_ERBB4_3,NRG,nrg1,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","nrg1 - (erbb2+erbb4b)"
NRG2A_ERBB2_ERBB3_1,NRG2A_ERBB2_ERBB3_1,NRG,nrg2a,ERBB2_ERBB3_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2a - (erbb2+erbb3a)"
NRG2A_ERBB2_ERBB3_2,NRG2A_ERBB2_ERBB3_2,NRG,nrg2a,ERBB2_ERBB3_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2a - (erbb2+erbb3b)"
NRG2B_ERBB2_ERBB3_1,NRG2B_ERBB2_ERBB3_1,NRG,nrg2b,ERBB2_ERBB3_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2b - (erbb2+erbb3a)"
NRG2B_ERBB2_ERBB3_2,NRG2B_ERBB2_ERBB3_2,NRG,nrg2b,ERBB2_ERBB3_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2b - (erbb2+erbb3b)"
NRG2A_ERBB2_ERBB4_1,NRG2A_ERBB2_ERBB4_1,NRG,nrg2a,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2a - (erbb2+erbb4a)"
NRG2B_ERBB2_ERBB4_1,NRG2B_ERBB2_ERBB4_1,NRG,nrg2b,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2b - (erbb2+erbb4a)"
NRG3B_ERBB2_ERBB4_1,NRG3B_ERBB2_ERBB4_1,NRG,nrg3b,ERBB2_ERBB4_1,,,,,"KEGG: mmu04012","Secreted Signaling","nrg3b - (erbb2+erbb4a)"
NRG2A_ERBB2_ERBB4_2,NRG2A_ERBB2_ERBB4_2,NRG,nrg2a,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2a - (erbb2+si:ch73-383l1.1)"
NRG2B_ERBB2_ERBB4_2,NRG2B_ERBB2_ERBB4_2,NRG,nrg2b,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2b - (erbb2+si:ch73-383l1.1)"
NRG3B_ERBB2_ERBB4_2,NRG3B_ERBB2_ERBB4_2,NRG,nrg3b,ERBB2_ERBB4_2,,,,,"KEGG: mmu04012","Secreted Signaling","nrg3b - (erbb2+si:ch73-383l1.1)"
NRG2A_ERBB2_ERBB4_3,NRG2A_ERBB2_ERBB4_3,NRG,nrg2a,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2a - (erbb2+erbb4b)"
NRG2B_ERBB2_ERBB4_3,NRG2B_ERBB2_ERBB4_3,NRG,nrg2b,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","nrg2b - (erbb2+erbb4b)"
NRG3B_ERBB2_ERBB4_3,NRG3B_ERBB2_ERBB4_3,NRG,nrg3b,ERBB2_ERBB4_3,,,,,"KEGG: mmu04012","Secreted Signaling","nrg3b - (erbb2+erbb4b)"
NRG1_ITGAV_ITGB3_1,NRG1_ITGAV_ITGB3_1,NRG,nrg1,ITGAV_ITGB3_1,,,,,"PMID: 20682778","Secreted Signaling","nrg1 - (itgavb+itgb3b)"
NRG1_ITGAV_ITGB3_2,NRG1_ITGAV_ITGB3_2,NRG,nrg1,ITGAV_ITGB3_2,,,,,"PMID: 20682778","Secreted Signaling","nrg1 - (itgavb+itgb3a)"
VEGFAA_FLT1_KDR,VEGFAA_FLT1_KDR,VEGF,vegfaa,FLT1_KDR,,,"VEGF activation receptor",,"PMID: 16633338","Secreted Signaling","vegfaa - (flt1+kdr)"
VEGFAB_FLT1_KDR,VEGFAB_FLT1_KDR,VEGF,vegfab,FLT1_KDR,,,"VEGF activation receptor",,"PMID: 16633338","Secreted Signaling","vegfab - (flt1+kdr)"
VEGFC_FLT4_KDR,VEGFC_FLT4_KDR,VEGF,vegfc,FLT4_KDR,,,"VEGF activation receptor",,"PMID: 16633339","Secreted Signaling","vegfc - (flt4+kdr)"
VEGFD_FLT4_KDR,VEGFD_FLT4_KDR,VEGF,vegfd,FLT4_KDR,,,"VEGF activation receptor",,"PMID: 16633340","Secreted Signaling","vegfd - (flt4+kdr)"
IGF1_ITGAV_ITGB3_1,IGF1_ITGAV_ITGB3_1,IGF,igf1,ITGAV_ITGB3_1,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf1 - (itgav+itgb3b)"
IGF1_ITGAV_ITGB3_2,IGF1_ITGAV_ITGB3_2,IGF,igf1,ITGAV_ITGB3_2,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf1 - (itgav+itgb3a)"
IGF1_ITGA6_ITGB4,IGF1_ITGA6_ITGB4,IGF,igf1,ITGA6_ITGB4,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf1 - (itga6+itgb4)"
IGF2B_ITGAV_ITGB3_1,IGF2B_ITGAV_ITGB3_1,IGF,igf2b,ITGAV_ITGB3_1,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2b - (itgav+itgb3b)"
IGF2B_ITGAV_ITGB3_2,IGF2B_ITGAV_ITGB3_2,IGF,igf2b,ITGAV_ITGB3_2,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2b - (itgav+itgb3a)"
IGF2A_ITGAV_ITGB3_1,IGF2A_ITGAV_ITGB3_1,IGF,igf2a,ITGAV_ITGB3_1,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2a - (itgav+itgb3b)"
IGF2A_ITGAV_ITGB3_2,IGF2A_ITGAV_ITGB3_2,IGF,igf2a,ITGAV_ITGB3_2,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2a - (itgav+itgb3a)"
IGF2B_ITGA6_ITGB4_1,IGF2B_ITGA6_ITGB4_1,IGF,igf2b,ITGA6_ITGB4_1,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2b - (itga6b+itgb4)"
IGF2B_ITGA6_ITGB4_2,IGF2B_ITGA6_ITGB4_2,IGF,igf2b,ITGA6_ITGB4_2,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2b - (itga6a+itgb4)"
IGF2A_ITGA6_ITGB4_1,IGF2A_ITGA6_ITGB4_1,IGF,igf2a,ITGA6_ITGB4_1,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2a - (itga6b+itgb4)"
IGF2A_ITGA6_ITGB4_2,IGF2A_ITGA6_ITGB4_2,IGF,igf2a,ITGA6_ITGB4_2,,"IGF antagonist",,,"PMID: 28190785; PMID: 28873464","Secreted Signaling","igf2a - (itga6a+itgb4)"
IHHB_PTCH1_SMO,IHHB_PTCH1_SMO,HH,ihhb,PTCH1_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","ihhb - (ptch1+smo)"
IHHA_PTCH1_SMO,IHHA_PTCH1_SMO,HH,ihha,PTCH1_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","ihha - (ptch1+smo)"
DHH_PTCH1_SMO,DHH_PTCH1_SMO,HH,dhh,PTCH1_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","dhh - (ptch1+smo)"
SHHA_PTCH1_SMO,SHHA_PTCH1_SMO,HH,shha,PTCH1_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","shha - (ptch1+smo)"
SHHB_PTCH1_SMO,SHHB_PTCH1_SMO,HH,shhb,PTCH1_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","shhb - (ptch1+smo)"
IHHB_PTCH2_SMO,IHHB_PTCH2_SMO,HH,ihhb,PTCH2_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","ihhb - (ptch2+smo)"
IHHA_PTCH2_SMO,IHHA_PTCH2_SMO,HH,ihha,PTCH2_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","ihha - (ptch2+smo)"
DHH_PTCH2_SMO,DHH_PTCH2_SMO,HH,dhh,PTCH2_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","dhh - (ptch2+smo)"
SHHA_PTCH2_SMO,SHHA_PTCH2_SMO,HH,shha,PTCH2_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","shha - (ptch2+smo)"
SHHB_PTCH2_SMO,SHHB_PTCH2_SMO,HH,shhb,PTCH2_SMO,,,"HH activation receptor","HH inhibition receptor","KEGG: mmu04340; PMID: 25701396","Secreted Signaling","shhb - (ptch2+smo)"
MIF_CD74_CXCR4_1,MIF_CD74_CXCR4_1,MIF,mif,CD74_CXCR4_1,,,,,"PMID: 29637711; PMID: 24760155","Secreted Signaling","mif - (cd74a+cxcr4a)"
MIF_CD74_CXCR4_2,MIF_CD74_CXCR4_2,MIF,mif,CD74_CXCR4_2,,,,,"PMID: 29637711; PMID: 24760155","Secreted Signaling","mif - (cd74a+cxcr4b)"
MIF_CD74_CXCR4_3,MIF_CD74_CXCR4_3,MIF,mif,CD74_CXCR4_3,,,,,"PMID: 29637711; PMID: 24760155","Secreted Signaling","mif - (cd74b+cxcr4a)"
MIF_CD74_CXCR4_4,MIF_CD74_CXCR4_4,MIF,mif,CD74_CXCR4_4,,,,,"PMID: 29637711; PMID: 24760155","Secreted Signaling","mif - (cd74b+cxcr4b)"
MIF_CD74_CD44_1,MIF_CD74_CD44_1,MIF,mif,CD74_CD44_1,,,,,"PMID: 29637711; PMID: 26175090","Secreted Signaling","mif - (cd74a+cd44a)"
MIF_CD74_CD44_2,MIF_CD74_CD44_2,MIF,mif,CD74_CD44_2,,,,,"PMID: 29637711; PMID: 26175090","Secreted Signaling","mif - (cd74a+cd44b)"
MIF_CD74_CD44_3,MIF_CD74_CD44_3,MIF,mif,CD74_CD44_3,,,,,"PMID: 29637711; PMID: 26175090","Secreted Signaling","mif - (cd74b+cd44a)"
MIF_CD74_CD44_4,MIF_CD74_CD44_4,MIF,mif,CD74_CD44_4,,,,,"PMID: 29637711; PMID: 26175090","Secreted Signaling","mif - (cd74b+cd44b)"
MIF_CD74_CXCR2_1,MIF_CD74_CXCR2_1,MIF,mif,CD74_CXCR2_1,,,,,"PMID: 29637711; PMID: 26175090","Secreted Signaling","mif - (cd74a+cxcr2)"
MIF_CD74_CXCR2_2,MIF_CD74_CXCR2_2,MIF,mif,CD74_CXCR2_2,,,,,"PMID: 29637711; PMID: 26175090","Secreted Signaling","mif - (cd74b+cxcr2)"
IL15_IL15RA_IL2RB,IL15_IL15RA_IL2RB,IL2,il15,IL15RA_IL2RB,,,,,"KEGG: mmu04060","Secreted Signaling","il15 - (il15ra+il2rb)"
M17_CNTFR_LIFR,M17_CNTFR_LIFR,LIFR,m17,CNTFR_LIFR,,,,,"KEGG: mmu04060","Secreted Signaling","m17 - (cntfr+lifr)"
CLCF1_CNTFR_LIFR,CLCF1_CNTFR_LIFR,LIFR,clcf1,CNTFR_LIFR,,,,,"KEGG: mmu04060","Secreted Signaling","clcf1 - (cntfr+lifr)"
IL10_IL10RA_IL10RB,IL10_IL10RA_IL10RB,IL10,il10,IL10RA_IL10RB,,,,,"KEGG: mmu04060","Secreted Signaling","il10 - (il10ra+il10rb)"
IL19L_IL20RA_IL20RB,IL19L_IL20RA_IL20RB,IL10,il19l,IL20RA_IL20RB,,,,,"KEGG: mmu04060","Secreted Signaling","il19l - (il20ra+il20rb)"
IL19L_IL22RA1_IL20RB,IL19L_IL22RA1_IL20RB,IL10,il19l,IL22RA1_IL20RB,,,,,"KEGG: mmu04060","Secreted Signaling","il19l - (il22ra1+il20rb)"
IL1FMA_IL1R1_IL1RAP,IL1FMA_IL1R1_IL1RAP,IL1,il1fma,IL1R1_IL1RAP,,"IL antagonist",,,"KEGG: mmu04060","Secreted Signaling","il1fma - (il1r1+il1rap)"
IL1B_IL1R1_IL1RAP,IL1B_IL1R1_IL1RAP,IL1,il1b,IL1R1_IL1RAP,,"IL antagonist",,,"KEGG: mmu04060","Secreted Signaling","il1b - (il1r1+il1rap)"
IL1FMA_IL1RL2_IL1RAP,IL1FMA_IL1RL2_IL1RAP,IL1,il1fma,IL1RL2_IL1RAP,,,,,"KEGG: mmu04060","Secreted Signaling","il1fma - (il1rl2+il1rap)"
IL1FB_IL1RL2_IL1RAP,IL1FB_IL1RL2_IL1RAP,IL1,il1b,IL1RL2_IL1RAP,,,,,"KEGG: mmu04060","Secreted Signaling","il1b - (il1rl2+il1rap)"
IL17AF3_IL17RA_IL17RC,IL17AF3_IL17RA_IL17RC,IL17,il17a/f3,IL17RA_IL17RC,,,,,"KEGG: mmu04060","Secreted Signaling","il17a/f3 - (il17ra+il17rc)"
IL17AF1_IL17RA_IL17RC,IL17AF1_IL17RA_IL17RC,IL17,il17a/f1,IL17RA_IL17RC,,,,,"KEGG: mmu04060","Secreted Signaling","il17a/f1 - (il17ra+il17rc)"
IFNPHI2_IFNAR1_IFNAR2,IFNPHI2_IFNAR1_IFNAR2,IFN-I,ifnphi2,IFNAR1_IFNAR2,,,,,"KEGG: mmu04060","Secreted Signaling","ifnphi2 - (ifnar1+ifnar2)"
IFNPHI3_IFNAR1_IFNAR2,IFNPHI3_IFNAR1_IFNAR2,IFN-I,ifnphi3,IFNAR1_IFNAR2,,,,,"KEGG: mmu04060","Secreted Signaling","ifnphi3 - (ifnar1+ifnar2)"
IFNG1_IFNGR1_IFNGR2,IFNG1_IFNGR1_IFNGR2,IFN-II,ifng1,IFNGR1_IFNGR2,,,,,"KEGG: mmu04060","Secreted Signaling","ifng1 - (ifngr1+ifngr2)"
IFNG1R_IFNGR1_IFNGR2,IFNG1R_IFNGR1_IFNGR2,IFN-II,ifng1r,IFNGR1_IFNGR2,,,,,"KEGG: mmu04060","Secreted Signaling","ifng1r - (ifngr1+ifngr2)"
TNFSF10L4_ITGA2B_ITGB3_1,TNFSF10L4_ITGA2B_ITGB3_1,CD40,tnfsf10l4,ITGA2B_ITGB3_1,,,,,"PMID: 28676852","Secreted Signaling","tnfsf10l4 - (itga2b+itgb3b)"
TNFSF10L4_ITGA2B_ITGB3_2,TNFSF10L4_ITGA2B_ITGB3_2,CD40,tnfsf10l4,ITGA2B_ITGB3_2,,,,,"PMID: 28676852","Secreted Signaling","tnfsf10l4 - (itga2b+itgb3a)"
TNFSF10L4_ITGA5_ITGB1,TNFSF10L4_ITGA5_ITGB1,CD40,tnfsf10l4,ITGA5_ITGB1,,,,,"PMID: 28676852","Secreted Signaling","tnfsf10l4 - (itga5+itgb1)"
TNFSF10L4_ITGAM_ITGB2,TNFSF10L4_ITGAM_ITGB2,CD40,tnfsf10l4,ITGAM_ITGB2,,,,,"PMID: 28676852","Secreted Signaling","tnfsf10l4 - (itgam+itgb2)"
NAMPT_ITGA5_ITGB1_1,NAMPT_ITGA5_ITGB1_1,VISFATIN,nampta,ITGA5_ITGB1,,,,,"PMID: 28490838","Secreted Signaling","nampta - (itga5+itgb1)"
NAMPT_ITGA5_ITGB1_2,NAMPT_ITGA5_ITGB1_2,VISFATIN,si:dkey-145c18.3,ITGA5_ITGB1,,,,,"PMID: 28490838","Secreted Signaling","si:dkey-145c18.3 - (itga5+itgb1)"
NAMPT_ITGA5_ITGB1_3,NAMPT_ITGA5_ITGB1_3,VISFATIN,si:dkey-145c18.2,ITGA5_ITGB1,,,,,"PMID: 28490838","Secreted Signaling","si:dkey-145c18.2 - (itga5+itgb1)"
ANGPTL1A_ITGA1_ITGB1,ANGPTL1A_ITGA1_ITGB1,ANGPTL,angptl1a,ITGA1_ITGB1,,,,,"PMID: 24478758","Secreted Signaling","angptl1a - (itga1+itgb1)"
ANGPTL1B_ITGA1_ITGB1,ANGPTL1B_ITGA1_ITGB1,ANGPTL,angptl1b,ITGA1_ITGB1,,,,,"PMID: 24478758","Secreted Signaling","angptl1b - (itga1+itgb1)"
ANGPTL2B_ITGA5_ITGB1,ANGPTL2B_ITGA5_ITGB1,ANGPTL,angptl2b,ITGA5_ITGB1,,,,,"PMID: 24478758","Secreted Signaling","angptl2b - (itga5+itgb1)"
ANGPTL2A_ITGA5_ITGB1,ANGPTL2A_ITGA5_ITGB1,ANGPTL,angptl2a,ITGA5_ITGB1,,,,,"PMID: 24478758","Secreted Signaling","angptl2a - (itga5+itgb1)"
ANGPTL4_ITGA5_ITGB1,ANGPTL4_ITGA5_ITGB1,ANGPTL,angptl4,ITGA5_ITGB1,,,,,"PMID: 30049845","Secreted Signaling","angptl4 - (itga5+itgb1)"
ANGPTL4_ITGAV_ITGB3_1,ANGPTL4_ITGAV_ITGB3_1,ANGPTL,angptl4,ITGAV_ITGB3_1,,,,,"PMID: 30049845","Secreted Signaling","angptl4 - (itgav+itgb3b)"
ANGPTL4_ITGAV_ITGB3_2,ANGPTL4_ITGAV_ITGB3_2,ANGPTL,angptl4,ITGAV_ITGB3_2,,,,,"PMID: 30049845","Secreted Signaling","angptl4 - (itgav+itgb3a)"
ANGPTL3_ITGAV_ITGB3_1,ANGPTL3_ITGAV_ITGB3_1,ANGPTL,angptl3,ITGAV_ITGB3_1,,,,,"PMID: 30049845","Secreted Signaling","angptl3 - (itgav+itgb3b)"
ANGPTL3_ITGAV_ITGB3_2,ANGPTL3_ITGAV_ITGB3_2,ANGPTL,angptl3,ITGAV_ITGB3_2,,,,,"PMID: 30049845","Secreted Signaling","angptl3 - (itgav+itgb3a)"
ANGPT2A_ITGA5_ITGB1,ANGPT2A_ITGA5_ITGB1,ANGPT,angpt2a,ITGA5_ITGB1,,,,"ANGPT inhibition receptor 2","PMID: 20651738; PMID: 25635707","Secreted Signaling","angpt2a - (itga5+itgb1)"
MDKB_ITGA4_ITGB1,MDKB_ITGA4_ITGB1,MK,mdkb,ITGA4_ITGB1,,,,,"PMID: 28356350","Secreted Signaling","mdkb - (itga4+itgb1)"
MDKA_ITGA4_ITGB1,MDKA_ITGA4_ITGB1,MK,mdka,ITGA4_ITGB1,,,,,"PMID: 28356350","Secreted Signaling","mdka - (itga4+itgb1)"
MDKB_ITGA6_ITGB1_1,MDKB_ITGA6_ITGB1_1,MK,mdkb,ITGA6_ITGB1_1,,,,,"PMID: 28356350","Secreted Signaling","mdkb - (itga6b+itgb1)"
MDKB_ITGA6_ITGB1_2,MDKB_ITGA6_ITGB1_2,MK,mdkb,ITGA6_ITGB1_2,,,,,"PMID: 28356350","Secreted Signaling","mdkb - (itga6a+itgb1)"
MDKA_ITGA6_ITGB1_1,MDKA_ITGA6_ITGB1_1,MK,mdka,ITGA6_ITGB1_1,,,,,"PMID: 28356350","Secreted Signaling","mdka - (itga6b+itgb1)"
MDKA_ITGA6_ITGB1_2,MDKA_ITGA6_ITGB1_2,MK,mdka,ITGA6_ITGB1_2,,,,,"PMID: 28356350","Secreted Signaling","mdka - (itga6a+itgb1)"
PTN_ITGAV_ITGB3_1,PTN_ITGAV_ITGB3_1,PTN,ptn,ITGAV_ITGB3_1,,,,,"PMID: 28356350; PMID: 25620911","Secreted Signaling","ptn - (itgav+itgb3b)"
POSTNA_ITGAV_ITGB3_1,POSTNA_ITGAV_ITGB3_1,PERIOSTIN,postna,ITGAV_ITGB3_1,,,,,"PMID: 26721738","Secreted Signaling","postna - (itgav+itgb3b)"
POSTNB_ITGAV_ITGB3_1,POSTNB_ITGAV_ITGB3_1,PERIOSTIN,postnb,ITGAV_ITGB3_1,,,,,"PMID: 26721738","Secreted Signaling","postnb - (itgav+itgb3b)"
PTN_ITGAV_ITGB3_2,PTN_ITGAV_ITGB3_2,PTN,ptn,ITGAV_ITGB3_2,,,,,"PMID: 28356350; PMID: 25620911","Secreted Signaling","ptn - (itgav+itgb3a)"
POSTNA_ITGAV_ITGB3_2,POSTNA_ITGAV_ITGB3_2,PERIOSTIN,postna,ITGAV_ITGB3_2,,,,,"PMID: 26721738","Secreted Signaling","postna - (itgav+itgb3a)"
POSTNB_ITGAV_ITGB3_2,POSTNB_ITGAV_ITGB3_2,PERIOSTIN,postnb,ITGAV_ITGB3_2,,,,,"PMID: 26721738","Secreted Signaling","postnb - (itgav+itgb3a)"
POSTNA_ITGAV_ITGB5,POSTNA_ITGAV_ITGB5,PERIOSTIN,postna,ITGAV_ITGB5,,,,,"PMID: 26721738","Secreted Signaling","postna - (itgav+itgb5)"
POSTNB_ITGAV_ITGB5,POSTNB_ITGAV_ITGB5,PERIOSTIN,postnb,ITGAV_ITGB5,,,,,"PMID: 26721738","Secreted Signaling","postnb - (itgav+itgb5)"
C3A5_ITGAM_ITGB2,C3A5_ITGAM_ITGB2,COMPLEMENT,c3a.5,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.5 - (itgam+itgb2)"
C3B2_ITGAM_ITGB2,C3B2_ITGAM_ITGB2,COMPLEMENT,c3b.2,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3b.2 - (itgam+itgb2)"
C3A1_ITGAM_ITGB2,C3A1_ITGAM_ITGB2,COMPLEMENT,c3a.1,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.1 - (itgam+itgb2)"
C3B1_ITGAM_ITGB2,C3B1_ITGAM_ITGB2,COMPLEMENT,c3b.1,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3b.1 - (itgam+itgb2)"
C3A2_ITGAM_ITGB2,C3A2_ITGAM_ITGB2,COMPLEMENT,c3a.2,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.2 - (itgam+itgb2)"
C3A3_ITGAM_ITGB2,C3A3_ITGAM_ITGB2,COMPLEMENT,c3a.3,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.3 - (itgam+itgb2)"
C3A4_ITGAM_ITGB2,C3A4_ITGAM_ITGB2,COMPLEMENT,c3a.4,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.4 - (itgam+itgb2)"
C3A6_ITGAM_ITGB2,C3A6_ITGAM_ITGB2,COMPLEMENT,c3a.6,ITGAM_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.6 - (itgam+itgb2)"
